C1 C1x C1y C1z C2 C2x C2y C2z C3 C3x C3y C3z O4 O4x O4y O4z O5 O5x O5y O5z H6 H6x H6y H6z H7 H7x H7y H7z H8 H8x H8y H8z H9 H9x H9y H9z H10 H10x H10y H10z H11 H11x H11y H11z C12 C12x C12y C12z C13 C13x C13y C13z C14 C14x C14y C14z O15 O15x O15y O15z O16 O16x O16y O16z H17 H17x H17y H17z H18 H18x H18y H18z H19 H19x H19y H19z H20 H20x H20y H20z H21 H21x H21y H21z C22 C22x C22y C22z C23 C23x C23y C23z C24 C24x C24y C24z C25 C25x C25y C25z O26 O26x O26y O26z O27 O27x O27y O27z H28 H28x H28y H28z H29 H29x H29y H29z H30 H30x H30y H30z H31 H31x H31y H31z H32 H32x H32y H32z H33 H33x H33y H33z H34 H34x H34y H34z Ca35 Ca35x Ca35y Ca35z O36 O36x O36y O36z H37 H37x H37y H37z H38 H38x H38y H38z Cach
12 51.180000 51.818000 47.011000 12 52.177000 50.684000 46.792000 12 52.986000 50.319000 48.029000 16 52.783000 50.862000 49.112000 16 54.001000 49.416000 47.903000 1 50.707000 52.072000 46.062000 1 51.703000 52.691000 47.403000 1 50.417000 51.502000 47.722000 1 52.869000 50.975000 46.002000 1 51.648000 49.774000 46.510000 1 54.135000 49.379000 46.953000 12 54.300000 54.043000 51.484000 12 54.073000 53.535000 52.906000 12 53.364000 52.188000 52.895000 16 53.076000 51.543000 51.863000 16 52.922000 51.821000 54.005000 1 53.431000 53.947000 50.833000 1 55.083000 53.478000 50.979000 1 54.606000 55.073000 51.669000 1 53.334000 54.180000 53.383000 1 54.969000 53.447000 53.519000 12 45.109000 52.677000 49.903000 12 46.432000 51.990000 49.577000 12 47.453000 52.227000 50.686000 12 48.667000 51.347000 50.422000 16 48.710000 50.191000 50.896000 16 49.737000 51.895000 50.082000 1 44.633000 52.232000 50.777000 1 44.413000 52.575000 49.070000 1 45.349000 53.727000 50.070000 1 46.771000 52.295000 48.587000 1 46.211000 50.926000 49.484000 1 47.061000 52.037000 51.685000 1 47.892000 53.225000 50.680000 12a 51.329000 49.918000 50.995000 16 50.365000 51.256000 53.251000 1 49.882000 52.076000 53.346000 1 51.256000 51.468000 53.530000  	2.267233
12 29.654000 25.003000 43.345000 12 31.174000 25.136000 43.374000 12 31.604000 25.755000 44.697000 16 31.056000 25.653000 45.792000 16 32.730000 26.508000 44.542000 1 29.352000 24.812000 42.315000 1 29.212000 25.926000 43.719000 1 29.306000 24.171000 43.958000 1 31.540000 25.804000 42.595000 1 31.607000 24.138000 43.306000 1 32.881000 26.587000 43.598000 12 28.320000 28.538000 47.723000 12 28.062000 27.704000 48.974000 12 28.728000 26.343000 48.831000 16 28.232000 25.459000 48.100000 16 29.759000 26.070000 49.484000 1 28.001000 28.047000 46.803000 1 29.385000 28.731000 47.591000 1 27.776000 29.459000 47.932000 1 27.007000 27.432000 49.015000 1 28.413000 28.132000 49.913000 12 24.786000 20.931000 44.830000 12 26.223000 21.425000 44.969000 12 26.489000 22.200000 46.257000 12 27.962000 22.555000 46.407000 16 28.285000 23.596000 45.796000 16 28.733000 21.762000 46.990000 1 24.498000 20.449000 45.764000 1 24.731000 20.228000 43.999000 1 24.098000 21.755000 44.644000 1 26.455000 22.011000 44.080000 1 26.882000 20.561000 44.884000 1 26.232000 21.663000 47.170000 1 25.975000 23.160000 46.216000 12a 30.285000 23.864000 47.802000 16 30.546000 22.801000 50.531000 1 30.277000 21.923000 50.801000 1 30.026000 23.390000 51.078000  	2.809968
12 38.236000 56.699000 45.559000 12 38.838000 55.361000 45.979000 12 39.685000 55.485000 47.237000 16 39.422000 56.265000 48.150000 16 40.711000 54.587000 47.271000 1 37.825000 56.583000 44.556000 1 39.017000 57.459000 45.578000 1 37.427000 57.008000 46.221000 1 39.312000 54.930000 45.097000 1 37.982000 54.742000 46.245000 1 40.708000 54.277000 46.362000 12 40.783000 60.232000 48.852000 12 39.816000 60.357000 50.026000 12 38.877000 59.160000 49.974000 16 39.232000 58.119000 50.569000 16 37.826000 59.219000 49.301000 1 40.243000 60.023000 47.929000 1 41.480000 59.413000 49.028000 1 41.325000 61.174000 48.776000 1 39.244000 61.283000 50.082000 1 40.344000 60.386000 50.979000 12 31.161000 58.441000 47.055000 12 32.350000 57.489000 47.151000 12 33.194000 57.681000 48.408000 12 34.379000 56.775000 48.711000 16 34.493000 56.226000 49.828000 16 35.307000 56.738000 47.874000 1 30.553000 58.371000 47.957000 1 30.545000 58.176000 46.195000 1 31.540000 59.456000 46.938000 1 32.886000 57.639000 46.214000 1 31.982000 56.466000 47.070000 1 32.582000 57.615000 49.307000 1 33.645000 58.671000 48.345000 12a 37.342000 56.375000 49.986000 16 35.978000 54.888000 51.893000 1 35.228000 55.275000 51.441000 1 35.590000 54.347000 52.581000  	3.857055
12 38.236000 56.699000 45.559000 12 38.838000 55.361000 45.979000 12 39.685000 55.485000 47.237000 16 39.422000 56.265000 48.150000 16 40.711000 54.587000 47.271000 1 37.825000 56.583000 44.556000 1 39.017000 57.459000 45.578000 1 37.427000 57.008000 46.221000 1 39.312000 54.930000 45.097000 1 37.982000 54.742000 46.245000 1 40.708000 54.277000 46.362000 12 40.783000 60.232000 48.852000 12 39.816000 60.357000 50.026000 12 38.877000 59.160000 49.974000 16 39.232000 58.119000 50.569000 16 37.826000 59.219000 49.301000 1 40.243000 60.023000 47.929000 1 41.480000 59.413000 49.028000 1 41.325000 61.174000 48.776000 1 39.244000 61.283000 50.082000 1 40.344000 60.386000 50.979000 12 31.161000 58.441000 47.055000 12 32.350000 57.489000 47.151000 12 33.194000 57.681000 48.408000 12 34.379000 56.775000 48.711000 16 34.493000 56.226000 49.828000 16 35.307000 56.738000 47.874000 1 30.553000 58.371000 47.957000 1 30.545000 58.176000 46.195000 1 31.540000 59.456000 46.938000 1 32.886000 57.639000 46.214000 1 31.982000 56.466000 47.070000 1 32.582000 57.615000 49.307000 1 33.645000 58.671000 48.345000 12a 37.342000 56.375000 49.986000 16 36.202000 57.928000 51.896000 1 36.684000 58.236000 52.663000 1 35.421000 58.481000 51.865000  	4.107352
12 36.895000 56.100000 44.039000 12 37.658000 54.807000 44.311000 12 38.387000 54.821000 45.647000 16 38.021000 55.411000 46.661000 16 39.573000 54.153000 45.555000 1 36.443000 56.015000 43.051000 1 37.593000 56.936000 44.090000 1 36.092000 56.271000 44.755000 1 38.480000 54.702000 43.602000 1 36.984000 53.951000 44.269000 1 39.826000 53.885000 44.669000 12 39.051000 60.216000 47.347000 12 38.198000 60.247000 48.612000 12 37.460000 58.986000 49.039000 16 36.418000 59.202000 49.695000 16 37.886000 57.848000 48.744000 1 38.426000 60.067000 46.467000 1 39.765000 59.394000 47.399000 1 39.581000 61.167000 47.285000 1 37.513000 61.089000 48.511000 1 38.876000 60.494000 49.429000 12 29.820000 57.053000 45.438000 12 31.222000 56.456000 45.521000 12 32.003000 57.137000 46.641000 12 33.381000 56.519000 46.836000 16 33.390000 55.530000 47.599000 16 34.437000 57.055000 46.434000 1 29.234000 56.880000 46.340000 1 29.252000 56.602000 44.624000 1 30.000000 58.111000 45.248000 1 31.727000 56.541000 44.559000 1 31.104000 55.399000 45.760000 1 31.418000 57.138000 47.560000 1 32.165000 58.172000 46.341000 12a 36.097000 56.051000 48.360000 16 34.620000 54.380000 49.970000 1 34.116000 53.922000 50.642000 1 33.963000 54.697000 49.350000  	3.483489
12 26.405000 32.458000 39.419000 12 27.788000 32.165000 39.994000 12 27.966000 32.107000 41.504000 16 27.043000 32.066000 42.314000 16 29.244000 32.327000 41.928000 1 26.377000 32.258000 38.348000 1 26.151000 33.508000 39.567000 1 25.700000 31.822000 39.954000 1 28.518000 32.843000 39.552000 1 28.032000 31.165000 39.635000 1 29.756000 32.657000 41.185000 12 23.813000 36.076000 43.339000 12 22.985000 35.441000 44.451000 12 23.145000 33.933000 44.590000 16 24.021000 33.321000 43.942000 16 22.487000 33.367000 45.489000 1 23.582000 35.583000 42.395000 1 24.873000 35.960000 43.566000 1 23.575000 37.136000 43.256000 1 21.960000 35.707000 44.190000 1 23.190000 35.934000 45.402000 12 20.020000 29.899000 38.188000 12 21.316000 30.075000 38.973000 12 21.082000 30.806000 40.293000 12 22.341000 30.884000 41.144000 16 23.230000 31.732000 40.912000 16 22.489000 29.976000 41.991000 1 19.480000 29.068000 38.642000 1 20.271000 29.707000 37.145000 1 19.364000 30.769000 38.231000 1 22.064000 30.578000 38.361000 1 21.699000 29.087000 39.228000 1 20.371000 30.341000 40.975000 1 20.713000 31.827000 40.195000 12a 24.679000 31.008000 43.071000 16 24.048000 28.485000 43.639000 1 23.703000 27.903000 44.317000 1 23.301000 28.653000 43.064000  	0.843747
12 26.405000 32.458000 39.419000 12 27.788000 32.165000 39.994000 12 27.966000 32.107000 41.504000 16 27.043000 32.066000 42.314000 16 29.244000 32.327000 41.928000 1 26.377000 32.258000 38.348000 1 26.151000 33.508000 39.567000 1 25.700000 31.822000 39.954000 1 28.518000 32.843000 39.552000 1 28.032000 31.165000 39.635000 1 29.756000 32.657000 41.185000 12 23.813000 36.076000 43.339000 12 22.985000 35.441000 44.451000 12 23.145000 33.933000 44.590000 16 24.021000 33.321000 43.942000 16 22.487000 33.367000 45.489000 1 23.582000 35.583000 42.395000 1 24.873000 35.960000 43.566000 1 23.575000 37.136000 43.256000 1 21.960000 35.707000 44.190000 1 23.190000 35.934000 45.402000 12 20.020000 29.899000 38.188000 12 21.316000 30.075000 38.973000 12 21.082000 30.806000 40.293000 12 22.341000 30.884000 41.144000 16 23.230000 31.732000 40.912000 16 22.489000 29.976000 41.991000 1 19.480000 29.068000 38.642000 1 20.271000 29.707000 37.145000 1 19.364000 30.769000 38.231000 1 22.064000 30.578000 38.361000 1 21.699000 29.087000 39.228000 1 20.371000 30.341000 40.975000 1 20.713000 31.827000 40.195000 12a 24.679000 31.008000 43.071000 16 22.778000 30.732000 45.015000 1 22.603000 31.644000 45.247000 1 21.995000 30.451000 44.541000  	1.678334
12 33.969000 18.506000 40.519000 12 35.150000 19.361000 40.969000 12 34.760000 20.402000 42.008000 16 33.795000 20.233000 42.750000 16 35.502000 21.547000 42.024000 1 34.290000 17.895000 39.675000 1 33.146000 19.160000 40.231000 1 33.633000 17.842000 41.315000 1 35.585000 19.923000 40.142000 1 35.905000 18.765000 41.482000 1 36.240000 21.417000 41.424000 12 29.956000 21.937000 43.282000 12 29.415000 21.529000 44.649000 12 30.366000 20.708000 45.507000 16 29.911000 20.226000 46.567000 16 31.527000 20.498000 45.093000 1 30.276000 21.106000 42.654000 1 30.847000 22.559000 43.370000 1 29.108000 22.500000 42.893000 1 28.525000 20.908000 44.543000 1 29.254000 22.434000 45.234000 12 30.171000 13.205000 41.765000 12 31.266000 14.194000 42.155000 12 30.694000 15.427000 42.849000 12 31.699000 16.469000 43.320000 16 31.528000 17.669000 43.016000 16 32.571000 16.066000 44.119000 1 29.789000 12.698000 42.651000 1 30.575000 12.456000 41.084000 1 29.372000 13.759000 41.274000 1 31.764000 14.525000 41.244000 1 31.999000 13.765000 42.839000 1 30.238000 15.215000 43.817000 1 30.124000 16.107000 42.216000 12a 33.127000 18.495000 44.863000 16 34.187000 16.702000 46.744000 1 34.275000 16.811000 47.691000 1 34.672000 15.900000 46.549000  	1.193159
12 33.969000 18.506000 40.519000 12 35.150000 19.361000 40.969000 12 34.760000 20.402000 42.008000 16 33.795000 20.233000 42.750000 16 35.502000 21.547000 42.024000 1 34.290000 17.895000 39.675000 1 33.146000 19.160000 40.231000 1 33.633000 17.842000 41.315000 1 35.585000 19.923000 40.142000 1 35.905000 18.765000 41.482000 1 36.240000 21.417000 41.424000 12 29.956000 21.937000 43.282000 12 29.415000 21.529000 44.649000 12 30.366000 20.708000 45.507000 16 29.911000 20.226000 46.567000 16 31.527000 20.498000 45.093000 1 30.276000 21.106000 42.654000 1 30.847000 22.559000 43.370000 1 29.108000 22.500000 42.893000 1 28.525000 20.908000 44.543000 1 29.254000 22.434000 45.234000 12 30.171000 13.205000 41.765000 12 31.266000 14.194000 42.155000 12 30.694000 15.427000 42.849000 12 31.699000 16.469000 43.320000 16 31.528000 17.669000 43.016000 16 32.571000 16.066000 44.119000 1 29.789000 12.698000 42.651000 1 30.575000 12.456000 41.084000 1 29.372000 13.759000 41.274000 1 31.764000 14.525000 41.244000 1 31.999000 13.765000 42.839000 1 30.238000 15.215000 43.817000 1 30.124000 16.107000 42.216000 12a 33.127000 18.495000 44.863000 16 31.058000 17.838000 46.606000 1 30.283000 17.277000 46.580000 1 30.710000 18.730000 46.604000  	2.243367
12 29.500000 24.993000 42.678000 12 30.985000 25.041000 43.026000 12 31.334000 25.960000 44.188000 16 30.510000 26.544000 44.887000 16 32.677000 26.178000 44.290000 1 29.438000 24.657000 41.643000 1 29.083000 25.988000 42.832000 1 28.916000 24.285000 43.266000 1 31.568000 25.409000 42.182000 1 31.403000 24.076000 43.313000 1 33.158000 25.509000 43.797000 12 28.468000 28.958000 46.973000 12 28.358000 28.253000 48.322000 12 29.139000 26.948000 48.384000 16 28.548000 25.879000 48.648000 16 30.293000 27.012000 47.908000 1 28.197000 28.299000 46.148000 1 29.493000 29.283000 46.794000 1 27.801000 29.818000 47.040000 1 27.348000 27.894000 48.520000 1 28.638000 28.974000 49.090000 12 24.877000 21.102000 44.373000 12 26.274000 21.697000 44.529000 12 26.401000 22.753000 45.623000 12 27.833000 23.191000 45.899000 16 28.119000 24.318000 45.440000 16 28.574000 22.526000 46.654000 1 24.608000 20.575000 45.288000 1 24.871000 20.407000 43.533000 1 24.153000 21.896000 44.191000 1 26.517000 22.227000 43.607000 1 26.990000 20.905000 44.752000 1 26.130000 22.310000 46.581000 1 25.786000 23.634000 45.439000 12a 30.230000 24.598000 47.164000 16 30.028000 22.619000 49.201000 1 29.223000 22.209000 48.884000 1 30.093000 22.344000 50.115000  	2.178259
