  19231899
                  -4.6958708E+00   9.1384276E+00  -7.5519838E+00
                  -4.6925770E+00   7.2138740E+00  -5.5040877E+00
                  -2.7269785E+00   6.1268923E+00  -4.9746621E+00
                  -2.7434777E+00   9.4830759E+00  -8.2360136E+00
                  -5.8945391E+00   8.4645929E+00  -9.1339981E+00
                  -5.4761897E+00   1.0926388E+01  -6.7816464E+00
                  -6.8501395E+00   6.7584841E+00  -4.1872605E+00
                  -6.9826755E+00   4.9847079E+00  -2.1034464E+00
                  -9.3311476E+00   3.3365172E+00  -2.3402990E+00
                  -1.0626054E+01   2.9053498E+00  -4.8853952E-01
                  -6.7948348E+00   6.4214987E+00   4.3554027E-01
                  -8.8460851E+00   8.3220698E+00   9.3750818E-01
                  -9.0147942E+00   9.4248156E+00   3.2226556E+00
                  -1.0329533E+01   8.9145820E+00  -7.1160845E-01
                  -8.4395200E+00   7.7867407E+00  -4.6453962E+00
                  -5.3579155E+00   3.6748783E+00  -2.1578384E+00
                  -4.9638736E+00   7.4413970E+00   5.4637836E-01
                  -6.8317809E+00   5.0117347E+00   1.9419694E+00
                  -1.0037569E+01   2.4615779E+00  -4.6663892E+00
                  -1.2291485E+01   9.0960827E-01  -5.0590799E+00
                  -1.1714160E+01  -1.0152553E+00  -7.1045156E+00
                  -1.1358550E+01  -2.2238295E-01  -9.2424552E+00
                  -1.4532972E+01   2.5739731E+00  -5.9402648E+00
                  -1.5329633E+01   4.3989665E+00  -3.8402898E+00
                  -1.7468079E+01   6.1999850E+00  -4.6037864E+00
                  -1.8024622E+01   8.1703153E+00  -2.5253240E+00
                  -1.5771593E+01   9.6245634E+00  -1.8503762E+00
                  -9.0220035E+00   3.0232706E+00  -6.2222422E+00
                  -1.2874493E+01   7.0713546E-03  -3.2783798E+00
                  -1.6169934E+01   1.3596994E+00  -6.4510030E+00
                  -1.3961728E+01   3.6703184E+00  -7.6457066E+00
                  -1.3648519E+01   5.5468995E+00  -3.3983018E+00
                  -1.5916444E+01   3.3067276E+00  -2.1433745E+00
                  -1.9221877E+01   5.1108830E+00  -4.9992663E+00
                  -1.6918191E+01   7.2228048E+00  -6.3533079E+00
                  -1.8762148E+01   7.2253031E+00  -7.9651950E-01
                  -1.9500816E+01   9.4828718E+00  -3.2332739E+00
                  -1.6263751E+01   1.1198486E+01  -7.6847597E-01
                  -1.4638723E+01   8.4872054E+00  -7.1360589E-01
                  -1.4793504E+01   1.0221103E+01  -3.4650413E+00
                  -1.1512997E+01  -3.5631256E+00  -6.7006660E+00
                  -1.1506623E+01  -4.9308280E+00  -4.2976734E+00
                  -1.4010557E+01  -5.0021652E+00  -2.8777409E+00
                  -1.5699838E+01  -3.5693938E+00  -3.5342487E+00
                  -9.4249517E+00  -3.9585753E+00  -2.5558884E+00
                  -6.9205356E+00  -3.6655053E+00  -3.7379290E+00
                  -5.9238015E+00  -5.4279922E+00  -4.8486306E+00
                  -5.5427647E+00  -1.6739892E+00  -3.0279174E+00
                  -1.1125153E+01  -4.6454869E+00  -8.2797362E+00
                  -1.1073955E+01  -6.9193489E+00  -4.8235709E+00
                  -9.1534736E+00  -5.2838061E+00  -1.0300140E+00
                  -9.9033604E+00  -2.1593653E+00  -1.6252210E+00
                  -1.4478034E+01  -6.6600690E+00  -9.2968283E-01
                  -1.2787935E+01  -8.6802674E+00  -5.5319839E-02
                  -1.2628621E+01  -8.6864638E+00   2.8182580E+00
                  -1.4608839E+01  -9.0033066E+00   3.9655692E+00
                  -1.6238965E+01  -6.5755548E+00  -9.5272425E-02
                  -1.0972452E+01  -8.7271231E+00  -1.0378753E+00
                  -1.3675081E+01  -1.0508528E+01  -5.7489433E-01
                  -1.0468088E+01  -8.3396802E+00   4.2092191E+00
                  -7.9325500E+00  -7.7926328E+00   3.2494953E+00
                  -7.3612537E+00  -4.9569950E+00   3.3742399E+00
                  -5.4495899E+00  -4.1682782E+00   2.3416918E+00
                  -5.9537953E+00  -9.3703499E+00   4.7074964E+00
                  -6.1494273E+00  -9.0095729E+00   7.5284567E+00
                  -6.8072843E+00  -1.0766298E+01   8.8689414E+00
                  -5.7064226E+00  -6.7408624E+00   8.5770713E+00
                  -1.0700109E+01  -8.2845455E+00   6.1441247E+00
                  -7.7540956E+00  -8.3673155E+00   1.2524820E+00
                  -4.0028214E+00  -8.9088467E+00   4.0728395E+00
                  -6.2975742E+00  -1.1396214E+01   4.2730919E+00
                  -9.0021708E+00  -3.3009866E+00   4.4980278E+00
                  -8.7595433E+00  -5.5705910E-01   4.3724159E+00
                  -6.4625057E+00   6.5775315E-01   5.6170801E+00
                  -6.3380881E+00   2.9575799E+00   5.6754537E+00
                  -1.0606439E+01  -3.9848557E+00   5.3562299E+00
                  -1.0475150E+01   2.6817102E-01   5.2617266E+00
                  -8.7496959E+00  -9.8775977E-03   2.3606287E+00
                  -4.5726796E+00  -7.2480440E-01   6.6479804E+00
                  -2.2293097E+00   3.9083880E-01   7.6214482E+00
                  -6.4653762E-01   1.5922491E+00   5.5430066E+00
                  -1.8630053E-01   3.8413405E-01   3.6283211E+00
                  -6.7179570E-01  -1.6483664E+00   9.0357702E+00
                   2.0938183E+00  -9.1283025E-01   9.4868629E+00
                  -6.8904512E-01  -3.9434141E+00   7.7144265E+00
                  -4.7819044E+00  -2.6419824E+00   6.7097235E+00
                  -2.6712675E+00   1.8768456E+00   9.0401562E+00
                  -1.6360681E+00  -1.8797804E+00   1.0897764E+01
                  -1.2586955E+00  -5.2679740E+00   8.9114508E+00
                   3.0059304E+00  -2.3723866E+00   1.0679274E+01
                   3.1303387E+00  -8.6609922E-01   7.6536794E+00
                   2.2534567E+00   9.6254138E-01   1.0405820E+01
                   4.1166169E-01   3.9308058E+00   5.9284484E+00
                   2.1456856E+00   5.1192072E+00   4.1426176E+00
                   4.6737402E+00   5.7626117E+00   5.3406529E+00
                   5.0090608E+00   7.8127414E+00   6.3455166E+00
                   8.9248735E-01   7.4006961E+00   2.7949992E+00
                   2.6818179E+00   8.4872073E+00   7.3653771E-01
                   4.8719026E-02   9.5071907E+00   4.6422139E+00
                   1.3199623E+00   1.0165152E+01  -1.1654110E+00
                   1.7642482E-02   4.8706913E+00   7.5849633E+00
                   2.5817115E+00   3.7508982E+00   2.6170570E+00
                  -8.1414498E-01   6.5870651E+00   1.8854288E+00
                   3.5764198E+00   6.9381384E+00  -3.6463208E-01
                   4.2351518E+00   9.5673765E+00   1.6528110E+00
                  -9.4317547E-01   8.7332250E+00   6.3134517E+00
                   1.6764647E+00   1.0637453E+01   5.3296698E+00
                  -1.2723903E+00   1.0829235E+01   3.7065974E+00
                   2.8110619E-01   1.1720271E+01  -2.2947321E-01
                   2.7212262E+00   1.0991998E+01  -2.4902223E+00
                  -2.3969284E-02   8.9994685E+00  -2.2680000E+00
                   6.6012343E+00   4.0873715E+00   5.1592467E+00
                   9.2140205E+00   4.7273196E+00   5.7616347E+00
                   1.0955822E+01   3.9379735E+00   3.5892605E+00
                   1.3244271E+01   4.0243756E+00   3.9019062E+00
                   9.9560403E+00   3.4946325E+00   8.2965415E+00
                   9.9124424E+00   6.0908325E-01   8.1997025E+00
                   8.2951771E+00   4.3111075E+00   1.0201327E+01
                   6.2122134E+00   2.2952687E+00   4.4995377E+00
                   9.4469538E+00   6.8009122E+00   6.0420455E+00
                   1.1917013E+01   4.0757761E+00   8.8048702E+00
                   8.6350708E+00   6.1366452E+00   1.0482817E+01
                   8.0081164E+00  -9.8295987E-02   7.6867307E+00
                   1.1309889E+01  -9.4975738E-02   6.8043779E+00
                   1.0417120E+01  -1.5361772E-01   1.0085084E+01
                   9.9723864E+00   3.1655537E+00   1.3193216E+00
                   1.1404678E+01   2.1721644E+00  -8.1285619E-01
                   1.2348390E+01  -4.8868503E-01  -3.0482414E-01
                   1.2377543E+01  -1.3371229E+00   1.8448469E+00
                   1.3590864E+01   3.9394985E+00  -1.7133635E+00
                   1.2695073E+01   6.6683951E+00  -2.0384795E+00
                   1.4538023E+01   3.0537537E+00  -4.0332082E+00
                   8.0551384E+00   3.2846102E+00   1.0250743E+00
                   1.0023250E+01   1.9878689E+00  -2.3871680E+00
                   1.5150581E+01   3.9162114E+00  -3.0083304E-01
                   1.5919912E+01   4.1947117E+00  -4.5824835E+00
                   1.2135612E+01   7.4827707E+00  -1.9082831E-01
                   1.4264842E+01   7.8407830E+00  -2.7946629E+00
                   1.1078277E+01   6.7398967E+00  -3.3684914E+00
                   1.3243084E+01  -1.8726145E+00  -2.2830082E+00
                   1.4689742E+01  -4.1673201E+00  -1.9890878E+00
                   1.3899777E+01  -6.4925089E+00  -3.5147259E+00
                   1.5201205E+01  -8.3728089E+00  -3.1562827E+00
                   1.7415471E+01  -3.4582288E+00  -2.7267026E+00
                   1.8618238E+01  -1.7672888E+00  -7.0480543E-01
                   2.1288585E+01  -1.0134582E+00  -1.4812296E+00
                   2.2695061E+01   2.1247701E-01   7.2836276E-01
                   2.5334560E+01   6.6230550E-01   5.6557609E-02
                   1.3174890E+01  -1.0955611E+00  -4.0415834E+00
                   1.4677438E+01  -4.8169512E+00   1.1827795E-02
                   1.7405935E+01  -2.5050491E+00  -4.6073409E+00
                   1.8620513E+01  -5.1685366E+00  -2.8816942E+00
                   1.8696308E+01  -2.8969216E+00   1.0663762E+00
                   1.7495720E+01  -3.4891901E-02  -3.3445126E-01
                   2.1201650E+01   3.0681024E-01  -3.1191968E+00
                   2.2340133E+01  -2.7354294E+00  -2.0540925E+00
                   2.2641102E+01  -1.0789013E+00   2.3897135E+00
                   2.1758955E+01   2.0178532E+00   1.2626148E+00
                   2.5450981E+01   1.7667710E+00  -1.5772220E+00
                   2.6233892E+01   1.5941218E+00   1.5468012E+00
                   2.6240650E+01  -1.0699553E+00  -2.4772985E-01
                   1.1960654E+01  -6.7473252E+00  -5.2065145E+00
                   1.0061820E+01  -4.9895682E+00  -6.1454494E+00
                   1.1125524E+01  -2.8982350E+00  -7.7754722E+00
                   1.0265154E+01  -7.5155158E-01  -7.6354813E+00
                   8.0759953E+00  -4.2514545E+00  -4.1551030E+00
                   5.5469921E+00  -3.8093361E+00  -5.4639594E+00
                   3.5630160E+00  -3.2229352E+00  -3.6030839E+00
                   1.5655473E+00  -4.7415795E+00  -3.4203285E+00
                   3.6629277E+00  -1.2935779E+00  -2.3472022E+00
                   1.1819076E+01  -8.5257501E+00  -6.0030132E+00
                   9.0207525E+00  -6.1637004E+00  -7.5480758E+00
                   8.6320964E+00  -2.5731586E+00  -3.0394428E+00
                   7.7921528E+00  -5.8570129E+00  -2.8274231E+00
                   4.9757373E+00  -5.5646119E+00  -6.4814124E+00
                   5.6459589E+00  -2.2442802E+00  -6.8532406E+00
                   1.3011576E+01  -3.4485912E+00  -9.4324085E+00
                   1.4060510E+01  -1.6343333E+00  -1.1181675E+01
                   1.6100804E+01  -1.3742976E+00  -1.0774299E+01
                   1.3846277E+01  -2.4008062E+00  -1.3121964E+01
                   1.3099250E+01   2.2753435E-01  -1.1094245E+01
