  18930024
                  -1.1309632E-01   6.6505202E+00  -9.0085165E+00
                   8.9006472E-01   5.6848343E+00  -6.5547886E+00
                  -4.4545566E-01   5.7452243E+00  -4.6884196E+00
                  -2.1027491E+00   7.2762123E+00  -8.7841985E+00
                   1.0568425E+00   8.2702667E+00  -9.6438330E+00
                  -3.3663579E-02   5.1210535E+00  -1.0443223E+01
                   3.2504440E+00   4.7031236E+00  -6.4404658E+00
                   4.3577875E+00   3.6724236E+00  -4.1309580E+00
                   5.2912857E+00   5.8715808E+00  -2.5074018E+00
                   7.4502995E+00   6.6606246E+00  -2.7702079E+00
                   6.4393622E+00   1.8635873E+00  -5.0000524E+00
                   7.9777712E+00   4.1131587E-01  -3.1592628E+00
                   9.9383657E+00  -4.8084834E-01  -3.9555593E+00
                   7.2041381E+00  -2.4817960E-01  -8.2516019E-01
                   4.2749438E+00   4.6186377E+00  -8.1024723E+00
                   2.9594961E+00   2.4889638E+00  -3.1127075E+00
                   7.8080171E+00   2.9790018E+00  -6.1253503E+00
                   5.6025576E+00   4.2216290E-01  -6.2873470E+00
                   3.6179182E+00   7.1414880E+00  -1.0101814E+00
                   4.1620969E+00   9.5499344E+00   2.1903625E-01
                   5.7334116E+00   9.3754711E+00   2.6232250E+00
                   6.6287563E+00   1.1321435E+01   3.4927805E+00
                   1.6748604E+00   1.0982619E+01   6.6597156E-01
                   4.7928364E-01   1.1703313E+01  -1.8852341E+00
                  -1.5718911E+00   1.3699792E+01  -1.5615392E+00
                  -2.7749757E+00   1.4361012E+01  -4.1216908E+00
                  -3.7194173E+00   1.6956105E+01  -4.1223881E+00
                   1.7902338E+00   6.5183301E+00  -9.7122467E-01
                   5.3137980E+00   1.0704901E+01  -1.1100704E+00
                   2.0983706E+00   1.2734705E+01   1.7309285E+00
                   3.2569049E-01   9.8208946E+00   1.7949562E+00
                  -2.4701364E-01   1.0014183E+01  -2.8810762E+00
                   1.9574821E+00   1.2584177E+01  -3.1002599E+00
                  -5.9700790E-01   1.5386279E+01  -7.7664904E-01
                  -3.0653151E+00   1.3104371E+01  -2.0661886E-01
                  -4.3185303E+00   1.2988890E+01  -4.5318955E+00
                  -1.3623129E+00   1.4211835E+01  -5.6715382E+00
                  -4.6369265E+00   1.7313123E+01  -5.8341756E+00
                  -4.9544855E+00   1.7270104E+01  -2.6151427E+00
                  -2.1765297E+00   1.8190030E+01  -3.9844098E+00
                   6.2793780E+00   7.1080342E+00   3.6962341E+00
                   8.3006006E+00   6.7776345E+00   5.5658270E+00
